# regime_features v1 | generated 2026-08-09 | causal z win=250 min=120 clip=±5.0 | tier2 NaN=哨兵
datetime,amount_surge_z,mom_cum20_z,idx_uplow60_z,idx_dd250_z,lowvol_highvol_cum20_z,limitup_share_z,disp20_z,basis_pct_z,shibor1w_neg_chg20_z,idx_dd250,idx_uplow60
2003-01-02,,,,,,,,,,,
2003-01-03,,,,,,,,,,,
2003-01-06,,,,,,,,,,,
2003-01-07,,,,,,,,,,,
2003-01-08,,,,,,,,,,,
2003-01-09,,,,,,,,,,,
2003-01-10,,,,,,,,,,,
2003-01-13,,,,,,,,,,,
2003-01-14,,,,,,,,,,,
2003-01-15,,,,,,,,,,,
2003-01-16,,,,,,,,,,,
2003-01-17,,,,,,,,,,,
2003-01-20,,,,,,,,,,,
2003-01-21,,,,,,,,,,,
2003-01-22,,,,,,,,,,,
2003-01-23,,,,,,,,,,,
2003-01-24,,,,,,,,,,,
2003-01-27,,,,,,,,,,,
2003-01-28,,,,,,,,,,,
2003-01-29,,,,,,,,,,,0.12489
2003-02-10,,,,,,,,,,,0.10893
2003-02-11,,,,,,,,,,,0.11902
2003-02-12,,,,,,,,,,,0.13160
2003-02-13,,,,,,,,,,,0.12605
2003-02-14,,,,,,,,,,,0.13057
2003-02-17,,,,,,,,,,,0.12219
2003-02-18,,,,,,,,,,,0.12241
2003-02-19,,,,,,,,,,,0.13326
2003-02-20,,,,,,,,,,,0.13193
2003-02-21,,,,,,,,,,,0.11002
2003-02-24,,,,,,,,,,,0.11129
2003-02-25,,,,,,,,,,,0.13165
2003-02-26,,,,,,,,,,,0.13122
2003-02-27,,,,,,,,,,,0.13221
2003-02-28,,,,,,,,,,,0.13073
2003-03-03,,,,,,,,,,,0.13962
2003-03-04,,,,,,,,,,,0.13866
2003-03-05,,,,,,,,,,,0.13448
2003-03-06,,,,,,,,,,,0.12009
2003-03-07,,,,,,,,,,,0.11664
2003-03-10,,,,,,,,,,,0.09746
2003-03-11,,,,,,,,,,,0.09714
2003-03-12,,,,,,,,,,,0.10143
2003-03-13,,,,,,,,,,,0.09467
2003-03-14,,,,,,,,,,,0.09696
2003-03-17,,,,,,,,,,,0.09847
2003-03-18,,,,,,,,,,,0.09340
2003-03-19,,,,,,,,,,,0.09940
2003-03-20,,,,,,,,,,,0.09533
2003-03-21,,,,,,,,,,,0.10423
2003-03-24,,,,,,,,,,,0.10630
2003-03-25,,,,,,,,,,,0.09555
2003-03-26,,,,,,,,,,,0.09098
2003-03-27,,,,,,,,,,,0.11909
2003-03-28,,,,,,,,,,,0.11713
2003-03-31,,,,,,,,,,,0.13194
2003-04-01,,,,,,,,,,,0.13976
2003-04-02,,,,,,,,,,,0.13921
2003-04-03,,,,,,,,,,,0.13210
2003-04-04,,,,,,,,,,-0.00000,0.13976
2003-04-07,,,,,,,,,,-0.00460,0.13451
2003-04-08,,,,,,,,,,-0.00163,0.12938
2003-04-09,,,,,,,,,,0.00000,0.14925
2003-04-10,,,,,,,,,,0.00000,0.12898
2003-04-11,,,,,,,,,,0.00000,0.13679
2003-04-14,,,,,,,,,,0.00000,0.16489
2003-04-15,,,,,,,,,,0.00000,0.17162
2003-04-16,,,,,,,,,,-0.01001,0.11687
2003-04-17,,,,,,,,,,-0.00727,0.11997
2003-04-18,,,,,,,,,,-0.01281,0.11371
2003-04-21,,,,,,,,,,-0.03240,0.09162
2003-04-22,,,,,,,,,,-0.03234,0.09168
2003-04-23,,,,,,,,,,-0.04795,0.07408
2003-04-24,,,,,,,,,,-0.07485,0.04372
2003-04-25,,,,,,,,,,-0.08495,0.03233
2003-04-28,,,,,,,,,,-0.05056,0.06786
2003-04-29,,,,,,,,,,-0.06507,0.05154
2003-04-30,,,,,,,,,,-0.05871,0.05870
2003-05-12,,,,,,,,,,-0.05009,0.06840
2003-05-13,,,,,,,,,,-0.07657,0.03862
2003-05-14,,,,,,,,,,-0.05632,0.06139
2003-05-15,,,,,,,,,,-0.03334,0.08724
2003-05-16,,,,,,,,,,-0.03267,0.08800
2003-05-19,,,,,,,,,,-0.03145,0.08936
2003-05-20,,,,,,,,,,-0.04248,0.07695
2003-05-21,,,,,,,,,,-0.04424,0.07498
2003-05-22,,,,,,,,,,-0.03557,0.08473
2003-05-23,,,,,,,,,,-0.02552,0.09603
2003-05-26,,,,,,,,,,-0.01867,0.10373
2003-05-27,,,,,,,,,,-0.01792,0.10458
2003-05-28,,,,,,,,,,-0.03006,0.09093
2003-05-29,,,,,,,,,,-0.01709,0.10551
2003-05-30,,,,,,,,,,-0.01247,0.11071
2003-06-02,,,,,,,,,,-0.01276,0.11039
2003-06-03,,,,,,,,,,-0.02402,0.09772
2003-06-04,,,,,,,,,,-0.01582,0.10694
2003-06-05,,,,,,,,,,-0.02866,0.09250
2003-06-06,,,,,,,,,,-0.04192,0.07758
2003-06-09,,,,,,,,,,-0.05171,0.06657
2003-06-10,,,,,,,,,,-0.04658,0.07234
2003-06-11,,,,,,,,,,-0.02962,0.09142
2003-06-12,,,,,,,,,,-0.03323,0.08736
2003-06-13,,,,,,,,,,-0.03034,0.09061
2003-06-16,,,,,,,,,,-0.03320,0.08740
2003-06-17,,,,,,,,,,-0.03671,0.08344
2003-06-18,,,,,,,,,,-0.03839,0.08156
2003-06-19,,,,,,,,,,-0.04829,0.07043
2003-06-20,,,,,,,,,,-0.05514,0.06272
2003-06-23,,,,,,,,,,-0.06479,0.05186
2003-06-24,,,,,,,,,,-0.06237,0.05458
2003-06-25,,,,,,,,,,-0.06881,0.04734
2003-06-26,,,,,,,,,,-0.05983,0.05745
2003-06-27,,,,,,,,,,-0.07330,0.01790
2003-06-30,,,,,,,,,,-0.07799,0.01274
2003-07-01,,,,,,,,,,-0.07750,0.00814
2003-07-02,,,,,,,,,,-0.06782,0.01872
2003-07-03,,,,,,,,,,-0.06538,0.02139
2003-07-04,,,,,,,,,,-0.06628,0.02040
2003-07-07,,,,,,,,,,-0.06469,0.02215
2003-07-08,,,,,,,,,,-0.05879,0.02859
2003-07-09,,,,,,-0.53001,,,,-0.06490,0.02192
2003-07-10,,,,,,-0.27846,,,,-0.04515,0.04350
2003-07-11,,,,,,-0.52695,,,,-0.04658,0.04194
2003-07-14,,,,,,-0.52422,,,,-0.05025,0.03792
2003-07-15,,,,,,-0.52154,,,,-0.04777,0.04064
2003-07-16,,,,,,-0.51890,,,,-0.04357,0.04523
2003-07-17,,,,,,-0.26439,,,,-0.03635,0.05311
2003-07-18,,,,,,-0.51612,,,,-0.05748,0.03003
2003-07-21,,,,,,-0.51358,,,,-0.06463,0.02220
2003-07-22,,,,,,-0.51107,,,,-0.06224,0.02482
2003-07-23,,,,,,-0.25408,,,,-0.05909,0.02826
2003-07-24,,,,,,-0.50850,,,,-0.06549,0.02127
2003-07-25,,,,,,-0.50608,,,,-0.07487,0.01102
2003-07-28,,,,,,-0.50370,,,,-0.07906,0.00644
2003-07-29,,,,,,-0.50136,,,,-0.07404,0.00545
2003-07-30,,,,,,-0.49904,,,,-0.07252,0.00710
2003-07-31,,,,,,-0.23582,,,,-0.07178,0.00790
2003-08-01,,,,,,-0.49677,,,,-0.06912,0.01079
2003-08-04,,,,,,0.28755,,,,-0.05862,0.02219
2003-08-05,,,-1.49588,,,-0.23724,,,,-0.05940,0.02135
2003-08-06,,,-1.59508,,,0.02557,-0.45803,,,-0.06403,0.01631
2003-08-07,,,-1.57139,,,-0.50023,-0.49438,,,-0.06401,0.01634
2003-08-08,,,-1.83549,,,-0.49804,-0.48055,,,-0.07529,0.00409
2003-08-11,,,-1.72565,,,-0.49587,-0.48174,,,-0.07218,0.00746
2003-08-12,,,-1.62939,,,-0.22795,-0.51416,,,-0.06941,0.01047
2003-08-13,,,-1.84482,,,-0.49379,-0.50645,,,-0.08102,0.00000
2003-08-14,,,-1.81327,,,-0.22626,-0.53412,,,-0.08657,0.00000
2003-08-15,,,-1.78329,,,-0.49176,-0.60194,,,-0.08803,0.00000
2003-08-18,,,-1.75476,,,-0.48970,-0.69797,,,-0.09057,0.00000
2003-08-19,,,-1.65992,,,-0.21971,-0.73652,,,-0.08777,0.00307
2003-08-20,,,-1.70355,,,-0.48777,-0.74770,,,-0.09232,0.00000
2003-08-21,,,-1.67864,,,-0.48578,-0.76462,,,-0.09312,0.00000
2003-08-22,,,-1.65480,,,-0.21194,-0.80039,,,-0.09554,0.00000
2003-08-25,,,-1.63194,,,-0.48395,-0.77343,,,-0.10627,0.00000
2003-08-26,,,-1.57322,,,-0.20803,-0.74769,,,-0.10473,0.00173
2003-08-27,,,-1.57000,,,0.06269,-0.70900,,,-0.10543,0.00094
2003-08-28,,,-1.57010,,,-0.20983,-0.68050,,,-0.11228,0.00000
2003-08-29,,,-1.38562,,,-0.20913,-0.67318,,,-0.10530,0.00786
2003-09-01,,,-0.99137,,,0.62838,-0.67706,,,-0.08918,0.02603
2003-09-02,,-0.00330,-1.02937,,-0.04830,0.06229,-0.63732,,,-0.09109,0.02387
2003-09-03,,0.10796,-1.00144,,-0.05047,0.89055,-0.59382,,,-0.09022,0.02485
2003-09-04,,0.33933,-1.02908,,0.19801,0.33160,-0.53597,,,-0.09169,0.02319
2003-09-05,,0.39366,-1.24673,,0.21616,0.05471,-0.49086,,,-0.10125,0.01243
2003-09-08,,0.33346,-1.34428,,-0.26680,-0.50244,-0.45844,,,-0.10587,0.00722
2003-09-09,,0.16391,-1.43415,,-0.24137,-0.22096,-0.42550,,,-0.11026,0.00228
2003-09-10,,0.18981,-1.34857,,0.18912,-0.50064,-0.43226,,,-0.10723,0.00569
2003-09-11,,0.24319,-1.31996,,0.33261,-0.49876,-0.44563,,,-0.10655,0.00645
2003-09-12,,0.32474,-1.44091,,-0.09367,-0.49691,-0.40528,,,-0.11623,0.00000
2003-09-15,,0.50422,-1.42613,,0.03785,-0.49507,-0.36345,,,-0.12521,0.00000
2003-09-16,,0.43825,-1.28101,,-0.15490,-0.49325,-0.32935,,,-0.11962,0.00639
2003-09-17,,0.49686,-1.40037,,-0.43054,-0.49145,-0.28734,,,-0.12904,0.00000
2003-09-18,,0.44185,-1.37300,,-0.67632,-0.48967,-0.25306,,,-0.12845,0.00068
2003-09-19,,0.22137,-1.33879,,-0.59752,-0.20425,-0.22877,,,-0.12754,0.00173
2003-09-22,,-0.12654,-1.36174,,-0.53626,-0.20186,-0.25983,,,-0.13372,0.00000
2003-09-23,,-0.07440,-1.24036,,-0.38714,0.08458,-0.24571,,,-0.12905,0.00539
2003-09-24,,-0.12722,-1.17368,,-0.08298,0.93540,-0.22448,,,-0.12662,0.00820
2003-09-25,,0.06888,-1.32999,,0.70309,-0.49567,-0.23249,,,-0.13710,0.00000
2003-09-26,,0.08729,-1.31839,,0.72365,-0.49394,-0.24344,,,-0.14119,0.00000
2003-09-29,,0.19362,-1.30709,,0.57760,-0.49221,-0.19592,,,-0.15239,0.00000
2003-09-30,-0.38585,0.39531,-1.10615,-2.21466,0.64409,-0.20339,-0.18348,,,-0.14435,0.00949
2003-10-08,-0.46098,0.04343,-1.02464,-2.07757,0.15197,0.37539,-0.17369,,,-0.14121,0.01319
2003-10-09,-0.43722,-0.12740,-1.06301,-2.08359,-0.06424,-0.49395,-0.19555,,,-0.14311,0.01094
2003-10-10,-0.12557,0.10350,-0.57895,-1.50927,0.22253,0.08943,-0.22733,,,-0.12288,0.03481
2003-10-13,0.02277,0.05464,-0.64194,-1.56154,0.41192,-0.49411,-0.25015,,,-0.12565,0.03155
2003-10-14,0.02024,0.43232,-0.80951,-1.72669,0.75976,-0.49244,-0.25167,,,-0.13284,0.02306
2003-10-15,0.15018,0.42566,-0.86458,-1.76382,0.41709,0.09188,-0.20717,,,-0.13533,0.02012
2003-10-16,0.26315,0.60707,-1.12373,-2.01911,0.55071,-0.49261,-0.13260,,,-0.14645,0.00701
2003-10-17,-0.02434,0.80754,-1.04912,-1.90843,0.93212,-0.49098,-0.15467,,,-0.14362,0.01035
2003-10-20,-0.16704,0.55232,-1.18182,-2.02117,0.59208,-0.48936,-0.12123,,,-0.14950,0.00341
2003-10-21,-0.13153,0.52525,-1.09837,-1.90399,1.08119,-0.48776,-0.06215,,,-0.14632,0.00716
2003-10-22,0.25647,0.90864,-0.58343,-1.34661,1.92598,0.38921,-0.04944,,,-0.12485,0.03250
2003-10-23,0.43310,1.32654,-0.74518,-1.50080,2.47867,-0.48931,-0.03096,,,-0.13177,0.02433
2003-10-24,0.63502,2.04135,-0.80810,-1.55025,3.10262,-0.19367,0.06854,,,-0.13456,0.02104
2003-10-27,0.79791,2.67554,-0.97697,-1.70597,3.47534,-0.19192,0.22234,,,-0.14183,0.01246
2003-10-28,0.94682,2.55410,-0.96704,-1.67700,3.26408,-0.48819,0.38944,,,-0.14164,0.01268
2003-10-29,0.83911,2.05748,-1.09668,-1.78878,2.58708,0.10623,0.56527,,,-0.14732,0.00598
2003-10-30,0.73290,2.34288,-1.21023,-1.98414,2.19798,-0.48842,0.70244,,,-0.15675,0.00000
2003-10-31,0.72707,2.17909,-1.18708,-1.93468,1.94960,-0.19006,0.69948,,,-0.15613,0.00074
2003-11-03,0.74824,2.75028,-0.96468,-1.69399,2.45684,-0.19050,0.69139,,,-0.14713,0.01142
2003-11-04,1.30551,3.99512,-0.56739,-1.29273,3.15436,0.70047,0.67853,,,-0.13066,0.03094
2003-11-05,1.24312,3.60743,-0.67863,-1.38935,3.04188,0.40076,0.79582,,,-0.13541,0.02531
2003-11-06,1.52033,3.87366,-1.03864,-1.72168,3.23212,-0.49452,1.08451,,,-0.15059,0.00731
2003-11-07,1.68792,3.31167,-1.18004,-1.95877,2.75805,0.40093,1.28469,,,-0.16208,0.00000
2003-11-10,1.57689,3.27418,-1.09490,-1.85385,2.82148,-0.19520,1.41881,,,-0.15886,0.00385
2003-11-11,0.83767,2.50419,-1.07269,-1.81124,1.92673,-0.19471,1.46652,,,-0.15820,0.00463
2003-11-12,0.56809,2.06367,-1.15964,-2.11360,1.58920,-0.49645,1.53895,,,-0.17307,0.00000
2003-11-13,0.19722,1.78714,-1.10810,-2.03511,1.39324,0.40771,1.58705,,,-0.17125,0.00220
2003-11-14,-0.09759,1.54648,-0.94842,-1.86393,1.60848,1.31456,1.64380,,,-0.16494,0.00983
2003-11-17,-0.18214,1.09915,-1.01872,-1.90254,1.02886,-0.20113,1.59243,,,-0.16803,0.00609
2003-11-18,-0.00105,0.28707,-1.13567,-2.11484,-0.14084,-0.50358,1.57932,,,-0.17938,0.00000
2003-11-19,0.05331,0.28254,-0.81231,-1.80503,-0.34840,2.21019,1.62852,,,-0.16643,0.01578
2003-11-20,0.53909,-0.39581,-0.23132,-1.28772,-1.37310,5.00000,1.77531,,,-0.14284,0.04453
2003-11-21,1.02742,-1.27251,-0.48517,-1.49254,-2.02712,0.47438,1.79328,,,-0.15321,0.03189
2003-11-24,1.52020,-1.60332,0.11582,-0.97134,-2.54489,4.73252,1.73143,,,-0.12882,0.06160
2003-11-25,1.94868,-1.49760,0.18951,-0.90300,-2.35789,2.36252,1.67646,,,-0.12582,0.06526
2003-11-26,2.16020,-1.10531,0.25882,-0.83911,-1.99926,0.41121,1.56204,,,-0.12300,0.06870
2003-11-27,1.90340,-1.28118,-0.10376,-1.13811,-2.42527,0.20108,1.55168,,,-0.13761,0.05090
2003-11-28,1.56879,-1.45818,0.02764,-1.02026,-2.26266,0.42240,1.62145,,,-0.13233,0.05733
2003-12-01,1.51249,-2.03239,0.51006,-0.61148,-2.46569,1.50525,1.60409,,,-0.11295,0.08095
2003-12-02,1.22982,-3.04538,0.50647,-0.61053,-3.16642,0.83042,1.64280,,,-0.11303,0.08086
2003-12-03,1.32307,-2.68644,0.58203,-0.54359,-2.87249,0.60392,1.54336,,,-0.10994,0.08462
2003-12-04,1.43385,-3.28277,0.69760,-0.44341,-2.68920,0.39278,1.35044,,,-0.10524,0.09034
2003-12-05,1.53650,-2.86186,0.65715,-0.47344,-2.58412,-0.03189,1.20846,,,-0.10676,0.08850
2003-12-08,1.32423,-2.52484,0.42180,-0.66656,-2.93494,-0.45958,1.14231,,,-0.11604,0.07718
2003-12-09,0.99888,-2.08941,0.51316,-0.58625,-2.53900,-0.03140,1.11606,,,-0.11236,0.08167
2003-12-10,0.87069,-1.98005,0.80608,-0.33767,-2.16605,0.39340,1.04959,,,-0.10067,0.09591
2003-12-11,0.80363,-2.09067,0.80207,-0.33722,-2.03784,0.60992,1.01614,,,-0.10070,0.09587
2003-12-12,0.74600,-2.09997,0.76965,-0.36065,-1.82621,0.17878,0.99648,,,-0.10186,0.09446
2003-12-15,0.66790,-1.75616,0.79678,-0.33421,-1.15265,-0.25048,0.99491,,,-0.10067,0.09591
2003-12-16,0.78333,-1.15829,0.67232,-0.43531,0.36209,-0.25149,1.00392,,,-0.10547,0.09006
2003-12-17,0.64906,-1.59551,0.49823,-0.57858,1.65067,0.17902,0.97709,,,-0.11226,0.08179
2003-12-18,0.45226,-1.33300,0.57350,-0.51167,1.92791,-0.25153,0.99717,,,-0.10923,0.08548
2003-12-19,0.70937,-0.94080,0.38357,-0.66850,2.25658,-0.03521,1.20745,,,-0.11664,0.07645
2003-12-22,1.14437,-0.75840,0.99689,-0.14772,2.71967,2.60327,1.29017,,,-0.09250,0.10587
2003-12-23,1.34432,-0.92703,1.10133,-0.05510,2.27616,0.16789,1.24043,,,-0.08822,0.11109
2003-12-24,1.42135,-1.20835,1.31300,0.12940,2.08297,0.16525,1.22199,,,-0.07967,0.12150
2003-12-25,1.55039,-1.28353,1.24170,0.07525,2.59595,0.38142,1.20511,,,-0.08216,0.11847
2003-12-26,1.24418,-0.73277,1.22414,0.06621,2.79520,-0.04673,1.15736,,,-0.08257,0.11797
2003-12-29,0.81978,-0.74756,1.03888,-0.08713,2.74551,-0.25692,1.20130,,,-0.08960,0.10940
2003-12-30,0.54198,-0.80828,1.18485,0.04308,2.67643,-0.04358,1.20159,,,-0.08365,0.11665
2003-12-31,0.32457,-0.31468,0.94104,-0.16228,2.85797,-0.26566,1.21900,,,-0.09303,0.10522
2004-01-02,0.14993,0.05274,1.12674,0.00256,2.69245,0.16747,1.28206,,,-0.08554,0.11435
2004-01-05,0.45678,-0.03045,1.80969,0.60151,2.84556,1.24780,1.43047,,,-0.05832,0.14752
2004-01-06,0.85013,-0.47875,1.99644,0.77779,2.74528,0.59266,1.57229,,,-0.05022,0.15739
2004-01-07,1.18304,-1.13589,2.26184,1.02794,2.54313,2.75236,1.69522,,,-0.03873,0.17139
2004-01-08,1.47426,-0.48244,2.57162,1.32495,2.47890,3.34532,1.78268,,,-0.02501,0.18810
2004-01-09,1.80029,-0.78395,2.19594,1.01547,2.16289,1.58993,1.89393,,,-0.03863,0.17152
2004-01-12,1.59730,-1.04854,2.68949,1.48265,1.90823,1.58464,1.96533,,,-0.01716,0.19768
2004-01-13,1.40483,-0.87160,2.61477,1.44520,1.93544,1.15858,2.06575,,,-0.01830,0.19629
2004-01-14,1.10562,-0.65648,2.29758,1.18058,1.33279,1.36322,2.13173,,,-0.02985,0.18221
2004-01-15,0.86061,-0.72088,2.18941,1.10107,-0.20266,0.31549,2.17117,,,-0.03315,0.17819
2004-01-16,0.56637,-1.50786,2.35094,1.27194,-0.00711,1.77328,2.09952,,,-0.02505,0.18807
2004-01-29,0.45084,-1.52578,2.80194,1.72134,-0.14375,5.00000,1.91112,,,-0.00405,0.21365
2004-01-30,0.47632,-1.91657,2.22242,1.19936,-0.42704,1.73057,1.92366,,,-0.02729,0.18533
2004-02-02,0.79586,-1.86592,2.63792,1.61881,-0.55515,3.92307,1.96116,,,-0.00761,0.20932
2004-02-03,0.96892,-1.58693,2.82597,1.76824,-0.48997,1.28666,1.96869,,,0.00000,0.22202
2004-02-04,1.22093,-1.89456,3.23715,1.74986,-0.52774,2.70506,1.94678,,,0.00000,0.24780
2004-02-05,1.46963,-2.15852,3.24262,1.73205,-0.76025,0.89354,2.03947,,,0.00000,0.25241
2004-02-06,1.51837,-1.91123,3.06056,1.61064,-0.85680,0.18872,2.07805,,,-0.00490,0.24628
2004-02-09,1.33933,-1.64484,3.33612,1.69998,-0.94483,1.49078,2.06774,,,0.00000,0.26628
2004-02-10,1.34900,-1.95224,3.16556,1.59464,-1.18826,0.74367,2.09580,,,-0.00422,0.26093
2004-02-11,1.14898,-2.35216,2.96958,1.45320,-1.30528,-0.34191,2.04889,,,-0.01030,0.25324
2004-02-12,0.98429,-2.18685,2.77554,1.30302,-1.57246,0.20043,1.95562,,,-0.01694,0.24483
2004-02-13,0.71826,-1.70658,2.67816,1.24367,-1.40796,0.02049,1.88008,,,-0.01936,0.24176
2004-02-16,0.59004,-1.18820,3.08358,1.64032,-1.17396,1.12225,1.77097,,,0.00000,0.27040
2004-02-17,0.55143,-1.54509,3.12009,1.62572,-1.30526,0.55162,1.70230,,,0.00000,0.27694
2004-02-18,0.58578,-0.99988,3.20803,1.61150,-1.08516,0.37276,1.59870,,,0.00000,0.28710
2004-02-19,0.57335,-0.54259,3.06288,1.51789,-1.07294,0.72411,1.57491,,,-0.00386,0.28213
2004-02-20,0.56248,-0.90933,3.06980,1.58162,-1.01226,0.00163,1.49805,,,-0.00019,0.28686
2004-02-23,0.64150,-1.10885,2.30198,1.09916,-0.96337,-0.36074,1.47306,,,-0.02308,0.23786
2004-02-24,0.52167,-1.26532,1.96057,1.05035,-0.44367,0.35715,1.52170,,,-0.02518,0.21591
2004-02-25,0.37969,-0.32287,1.59933,0.64953,-0.56762,-0.36413,1.48577,,,-0.04450,0.19182
2004-02-26,0.24016,-0.17972,1.36398,0.74204,-0.65022,-0.00250,1.46666,,,-0.03988,0.17592
2004-02-27,0.13976,0.00729,1.55273,0.97174,-0.65560,0.35652,1.30780,,,-0.02857,0.18978
2004-03-01,-0.01182,-0.06786,1.73161,1.19327,-0.40766,0.36034,1.24661,,,-0.01757,0.20325
2004-03-02,-0.11061,-0.12980,1.67338,1.13173,-0.41065,0.35499,1.20823,,,-0.02024,0.19998
2004-03-03,-0.22701,-0.04268,1.29311,0.80189,-0.42730,0.17343,1.19199,,,-0.03604,0.17344
2004-03-04,-0.33088,-0.27692,1.10133,0.92621,-0.04629,0.34832,1.11012,,,-0.02983,0.16002
2004-03-05,-0.40907,-0.54514,1.00238,0.80294,0.08639,-0.19435,1.01245,,,-0.03565,0.15307
2004-03-08,-0.53492,-0.70576,0.71027,0.43872,0.05479,-0.19474,1.04219,,,-0.05323,0.13205
2004-03-09,-0.67413,-0.90270,0.67151,0.39125,0.01449,-0.55528,0.95689,,,-0.05548,0.12936
2004-03-10,-0.74602,-0.52894,1.03501,0.84709,0.09072,0.16340,0.86990,,,-0.03332,0.15585
2004-03-11,-0.71999,-0.70852,1.18448,1.03447,0.22551,0.33885,0.78347,,,-0.02409,0.16689
2004-03-12,-0.73360,-0.91841,1.18824,1.03964,0.19283,-0.19909,0.67507,,,-0.02360,0.16747
2004-03-15,-0.54026,-0.77156,1.55125,1.49688,0.13691,0.16050,0.64071,,,-0.00121,0.19425
2004-03-16,-0.38527,-0.92364,1.60853,1.51103,0.34341,-0.20492,0.60689,,,0.00000,0.19914
2004-03-17,-0.29346,-1.00643,1.63002,1.50016,0.16046,-0.02807,0.56023,,,0.00000,0.20142
2004-03-18,-0.25830,-1.22872,1.31897,1.11115,0.12179,0.33393,0.54626,,,-0.01849,0.17920
2004-03-19,-0.22628,-1.05935,1.56191,1.41889,-0.16271,-0.20878,0.49029,,,-0.00318,0.19760
2004-03-22,-0.37098,-1.13374,1.62012,1.47452,-0.07969,-0.02761,0.42293,,,0.00000,0.20273
2004-03-23,-0.45767,-0.79768,1.49232,1.31856,-0.17070,-0.39612,0.29474,,,-0.00717,0.19412
2004-03-24,-0.50238,-0.99230,1.43317,1.25061,0.01791,-0.39737,0.23357,,,-0.01013,0.19055
2004-03-25,-0.59687,-1.16800,1.01632,1.25083,0.27013,-0.03803,0.13276,,,-0.00978,0.15997
2004-03-26,-0.59547,-1.12750,1.01805,1.25290,0.18398,-0.21754,0.13292,,,-0.00934,0.16048
2004-03-29,-0.61968,-1.06289,0.84893,1.03229,-0.00100,-0.58208,0.10703,,,-0.01990,0.14811
2004-03-30,-0.68896,-1.05554,0.84891,1.03282,0.14472,-0.03241,0.09144,,,-0.01965,0.14840
2004-03-31,-0.69942,-0.71761,0.98758,1.21499,0.05466,0.13633,0.02150,,,-0.01043,0.15921
2004-04-01,-0.64860,-0.40053,1.11089,1.37742,-0.23729,-0.05032,-0.02507,,,-0.00209,0.16898
2004-04-02,-0.56757,-0.36466,1.20665,1.41119,-0.30956,0.49654,-0.02835,,,0.00000,0.17675
2004-04-05,-0.43283,-0.33291,1.15566,1.34587,-0.19973,0.67012,-0.04006,,,-0.00281,0.17345
2004-04-06,-0.26817,-0.15983,1.11525,1.39451,-0.18088,0.12102,-0.02870,,,0.00000,0.17086
2004-04-07,-0.15455,-0.43717,0.65090,1.36252,-0.10206,-0.24358,0.03286,,,-0.00117,0.13568
2004-04-08,-0.06858,-0.22780,0.45973,1.26926,-0.05323,-0.06221,0.08277,,,-0.00543,0.12120
2004-04-09,-0.00736,-0.22009,-0.05043,0.80145,0.08725,-0.06383,0.14785,,,-0.02847,0.08214
2004-04-12,-0.11571,-0.23248,-0.10757,0.71933,0.23298,0.85288,0.23615,,,-0.03243,0.07760
2004-04-13,-0.19845,-0.06137,-0.21715,0.56290,0.22850,0.28731,0.29998,,,-0.04013,0.06903
2004-04-14,-0.27885,-0.14390,-0.51549,0.25177,0.38718,-0.43479,0.37451,,,-0.05555,0.04590
2004-04-15,-0.43876,0.19094,-0.64621,0.06268,0.60933,-0.07244,0.40820,,,-0.06493,0.03552
2004-04-16,-0.60728,0.24060,-0.51569,0.23730,0.62301,-0.43362,0.52451,,,-0.05626,0.04512
2004-04-19,-0.70145,0.14554,-0.70670,-0.03634,0.58441,-0.06939,0.61074,,,-0.06978,0.03014
2004-04-20,-0.82328,0.12109,-0.89310,-0.18768,0.58015,-0.43548,0.69411,,,-0.07752,0.01541
2004-04-21,-0.92468,0.20785,-1.00256,-0.34718,0.66191,-0.62013,0.72937,,,-0.08563,0.00649
2004-04-22,-0.98496,0.44073,-0.92599,-0.24345,0.60792,-0.25536,0.77615,,,-0.08082,0.01179
2004-04-23,-1.07275,0.67819,-1.07205,-0.53011,0.87211,-0.43665,0.84109,,,-0.09509,0.00000
2004-04-26,-1.12875,0.31625,-1.05715,-0.51480,0.96728,-0.61915,0.97166,,,-0.09464,0.00050
2004-04-27,-1.12897,0.06798,-1.05534,-0.69325,0.94947,-0.61498,1.07991,,,-0.10357,0.00000
2004-04-28,-1.15797,-0.23912,-1.04695,-0.77842,0.87210,0.14670,1.17570,,,-0.10799,0.00000
2004-04-29,-1.12720,-0.43469,-1.03871,-1.13273,0.89126,-0.42113,1.25674,,,-0.12537,0.00000
2004-04-30,-1.10719,-0.47327,-0.96655,-1.03374,0.68707,-0.41938,1.28892,,,-0.12103,0.00496
2004-05-10,-1.15435,-0.71418,-1.02360,-1.51461,0.57630,-0.22546,1.27424,,,-0.14452,0.00000
2004-05-11,-1.26471,-0.79816,-0.95181,-1.41314,0.53615,-0.41516,1.24953,,,-0.14028,0.00496
2004-05-12,-1.30143,-0.48842,-0.65211,-0.99736,0.65183,1.47623,1.17980,,,-0.12082,0.02771
2004-05-13,-1.38402,-0.70198,-0.70643,-1.06931,0.52536,-0.04952,1.08687,,,-0.12468,0.02320
2004-05-14,-1.44088,-1.02528,-0.99483,-1.46156,0.23160,-0.23513,1.04433,,,-0.14405,0.00056
2004-05-17,-1.41474,-1.01795,-0.99821,-1.62587,0.14995,-0.60392,0.97367,,,-0.15260,0.00000
2004-05-18,-1.28689,-1.00999,-0.84023,-1.40258,0.23341,-0.02930,0.93777,,,-0.14238,0.01206
