# regime_features v1 | generated 2026-08-09 | causal z win=250 min=120 clip=±5.0 | tier2 NaN=哨兵
datetime,amount_surge_z,mom_cum20_z,idx_uplow60_z,idx_dd250_z,lowvol_highvol_cum20_z,limitup_share_z,disp20_z,basis_pct_z,shibor1w_neg_chg20_z,idx_dd250,idx_uplow60
2010-12-23,-0.96838,-0.58724,0.27786,0.69399,1.76919,-0.99124,-0.55226,0.30773,-5.00000,-0.11740,0.11588
2010-12-24,-0.97030,-0.24111,0.07368,0.70082,1.31907,-1.16891,-0.54263,0.48152,-3.29653,-0.11732,0.10023
2010-12-27,-1.08804,-0.10301,-0.21640,0.49897,0.40539,-1.07279,-0.60787,-0.12721,-3.84381,-0.13311,0.07823
2010-12-28,-1.24488,0.22381,-0.46857,0.30204,-0.03842,-1.06791,-0.67849,0.35120,-3.43318,-0.14843,0.05918
2010-12-29,-1.42164,0.64880,-0.68251,0.37104,-0.80393,-0.36106,-0.74761,0.36518,-3.74425,-0.14371,0.04301
2010-12-30,-1.50823,1.22904,-1.17311,0.38385,-1.47339,-0.53661,-0.76686,0.36002,-3.95368,-0.14307,0.00653
2010-12-31,-1.45637,1.07171,-0.88042,0.62654,-1.13516,-0.72585,-0.87670,0.28942,-3.98050,-0.12513,0.02737
2011-01-04,-1.35715,0.89600,-0.59972,0.85834,-0.85034,1.09026,-0.91128,-0.87297,-1.38445,-0.10795,0.04754
2011-01-05,-1.20724,0.49228,-0.65836,0.80420,-0.50766,-0.20751,-0.87712,-0.48665,-1.08876,-0.11187,0.04293
2011-01-06,-1.06284,0.52892,-0.72508,0.74365,0.03751,-0.47052,-0.85984,-0.38581,-0.60318,-0.11635,0.03767
2011-01-07,-0.89031,0.67281,-0.68789,0.77199,0.78216,-0.72781,-0.88675,-0.77723,-0.14113,-0.11440,0.03997
2011-01-10,-0.86751,0.57202,-0.94273,0.55460,1.13537,-0.90009,-0.79952,-0.35064,0.43678,-0.13074,0.02077
2011-01-11,-1.02219,0.45497,-0.86051,0.62145,1.17031,-1.15365,-0.70804,-0.29676,0.42816,-0.12606,0.02627
2011-01-12,-1.18748,0.55799,-0.77567,0.69142,1.56461,-0.19847,-0.72292,-0.46821,1.35454,-0.12119,0.03199
2011-01-13,-1.27061,0.58812,-0.77379,0.73208,1.85377,-0.97684,-0.74123,-0.71215,2.00658,-0.11862,0.03164
2011-01-14,-1.40528,0.23679,-0.98914,0.55015,2.08057,-0.88826,-0.64945,-0.71325,1.29974,-0.13248,0.01541
2011-01-17,-1.41763,0.33474,-1.19165,0.15604,1.05386,-1.14373,-0.49925,-1.07987,1.73834,-0.16182,0.00000
2011-01-18,-1.48735,0.68785,-1.16734,0.17516,1.33717,-0.70943,-0.61004,-1.12487,1.20717,-0.16089,0.00111
2011-01-19,-1.45078,1.05025,-0.85307,0.44169,0.68679,0.22786,-0.70154,-0.95867,0.26966,-0.14195,0.02370
2011-01-20,-1.37846,1.10437,-1.16982,0.05696,1.17466,-1.05280,-0.61228,-0.35097,-2.25926,-0.17017,0.00000
2011-01-21,-1.32681,0.65321,-0.98530,0.21316,1.49431,-0.53391,-0.62741,-0.59856,-1.89201,-0.15925,0.01316
2011-01-24,-1.34693,0.42554,-1.11386,0.10390,1.20177,-0.78253,-0.51208,-0.18437,-0.37517,-0.16749,0.00323
2011-01-25,-1.27879,0.30289,-1.14993,0.04878,1.43081,-0.95106,-0.41153,0.07707,-2.82372,-0.17188,0.00000
2011-01-26,-1.31201,0.12804,-0.96310,0.20983,1.35172,-0.26327,-0.55785,-0.53111,-2.39597,-0.16067,0.01354
2011-01-27,-1.23197,0.19017,-0.73988,0.40468,1.31728,-0.00170,-0.55081,-0.76114,-2.65728,-0.14713,0.02988
2011-01-28,-1.21651,-0.11594,-0.69015,0.45050,1.51826,-0.17644,-0.57902,-0.52017,-2.05943,-0.14424,0.03338
2011-01-31,-1.14335,0.18066,-0.50647,0.61432,1.38104,0.59340,-0.50726,-0.78929,-4.48294,-0.13303,0.04691
2011-02-01,-1.04475,-0.15689,-0.50093,0.62293,1.02870,-0.44609,-0.57073,-0.56402,0.12303,-0.13281,0.04717
2011-02-09,-0.85726,-0.08563,-0.66599,0.48012,0.38052,0.05894,-0.49805,-1.05508,-0.79767,-0.14305,0.03481
2011-02-10,-0.77736,-0.40811,-0.37805,0.73683,0.19873,2.08445,-0.49373,-0.91061,-1.07255,-0.12523,0.05632
2011-02-11,-0.55717,-0.51811,-0.30373,0.80546,-0.33221,0.22870,-0.52509,-1.09702,-1.56482,-0.12050,0.06204
2011-02-14,-0.13876,-0.54552,0.13956,1.19911,-0.78735,0.98213,-0.57207,-0.50386,0.05649,-0.09283,0.09545
2011-02-15,0.32512,-0.38654,0.12809,1.18743,-1.11906,0.29852,-0.63199,0.15437,-0.05402,-0.09325,0.09495
2011-02-16,0.66535,-0.75852,0.26448,1.30391,-1.14771,0.46169,-0.62130,0.13248,0.26806,-0.08455,0.10545
2011-02-17,0.94444,-0.60920,0.24756,1.28548,-1.77638,0.11111,-0.57513,-0.21786,-0.09629,-0.08529,0.10456
2011-02-18,1.02160,-0.69764,0.08616,1.14270,-1.55302,-0.64075,-0.58645,-0.05690,0.28476,-0.09488,0.09298
2011-02-21,0.91170,-0.74650,0.29356,1.31772,-0.91318,0.87692,-0.68795,0.22882,-2.05979,-0.08191,0.10864
2011-02-22,0.98099,-1.32785,-0.14756,0.93656,-0.90679,-0.73276,-0.57564,-0.21300,0.11563,-0.10849,0.07654
2011-02-23,0.88650,-1.61739,-0.09879,0.97700,-0.66525,0.11383,-0.49273,-0.91240,1.61199,-0.10534,0.08034
2011-02-24,0.74292,-1.52999,-0.02700,1.03650,-1.79176,-0.22194,-0.53858,-0.82675,2.58718,-0.10078,0.08585
2011-02-25,0.67683,-1.30061,-0.00059,1.05680,-2.26704,-0.29785,-0.52970,-0.15956,5.00000,-0.09890,0.08812
2011-02-28,0.66762,-1.23840,0.19018,1.21470,-1.31125,-0.20788,-0.70509,-0.22902,5.00000,-0.08708,0.10240
2011-03-01,0.53622,-1.31031,0.25707,1.26679,-0.58865,-0.30641,-0.85151,-0.95016,5.00000,-0.08276,0.10761
2011-03-02,0.64453,-1.16176,0.19847,1.21411,-0.22897,-0.73296,-0.76613,-0.83002,5.00000,-0.08603,0.10367
2011-03-03,0.75158,-1.18603,0.09321,1.12362,-0.07765,-0.40008,-0.69648,-0.83599,5.00000,-0.09211,0.09632
2011-03-04,0.78342,-0.92287,0.31957,1.30795,-0.09014,-0.23072,-0.71024,-0.12131,5.00000,-0.07831,0.11298
2011-03-07,0.96595,-1.35992,0.61528,1.54643,-0.08701,0.28812,-0.72319,-0.58340,1.07572,-0.06032,0.13471
2011-03-08,0.90017,-1.16146,0.62343,1.54541,0.34028,-0.98857,-0.73064,0.21532,1.62083,-0.05949,0.13571
2011-03-09,0.87479,-0.85231,0.62461,1.53936,0.46613,-0.13613,-0.83073,-0.63458,1.55203,-0.05910,0.13619
2011-03-10,0.82542,-0.61223,0.34375,1.30612,0.62576,-0.63947,-0.81241,-0.48462,1.45206,-0.07561,0.11625
2011-03-11,0.89190,-0.63017,0.18502,1.17442,0.98254,-0.38150,-0.80081,-0.79101,0.54212,-0.08488,0.10506
2011-03-14,0.65055,-0.56933,0.25567,1.22915,1.29814,-0.11809,-0.74081,-1.11884,0.59521,-0.08050,0.11034
2011-03-15,0.73925,-0.62608,-0.02543,1.00105,1.90719,-0.54702,-0.63657,-1.10958,0.57141,-0.09711,0.09028
2011-03-16,0.75475,-0.43567,0.18154,1.16591,1.50405,0.39478,-0.63037,-1.14793,0.53917,-0.08465,0.10533
2011-03-17,0.75353,-0.81827,-0.06357,0.96755,1.80205,-0.72041,-0.59546,0.37911,0.80211,-0.09904,0.08795
2011-03-18,0.61507,-0.63591,0.02136,1.03387,1.44420,-0.62379,-0.66313,-0.14869,0.69611,-0.09381,0.09427
2011-03-21,0.45843,-0.55336,-0.02198,0.99795,1.33552,-0.88202,-0.64768,0.14586,2.55268,-0.09622,0.09135
2011-03-22,0.15109,-0.16675,0.05083,1.05447,0.97999,-0.79693,-0.75716,-0.51123,2.73917,-0.09176,0.09675
2011-03-23,0.00911,0.09955,0.24683,1.20756,0.81272,-0.12055,-0.83769,-0.71216,2.73878,-0.07993,0.11103
2011-03-24,-0.13789,0.17674,0.17881,1.15100,1.07948,-0.46579,-0.90171,-0.19248,0.59515,-0.08375,0.10641
2011-03-25,0.03157,0.43360,0.37969,1.30561,1.26693,0.13609,-0.92077,-0.72823,0.72185,-0.07160,0.12109
2011-03-28,0.32740,0.52010,0.35582,1.28206,0.97379,0.05508,-0.81021,-0.63048,0.54821,-0.07270,0.11975
2011-03-29,0.63223,0.27555,0.19525,1.15303,0.88133,-0.64162,-0.66379,-0.17971,0.71815,-0.08189,0.10866
2011-03-30,0.65872,0.42365,0.18255,1.14061,0.69770,-0.46811,-0.61252,-0.55801,0.31803,-0.08242,0.10802
2011-03-31,0.58368,0.71899,0.02194,1.01433,0.88924,-0.97825,-0.59669,0.05672,-0.26578,-0.09166,0.09686
2011-04-01,0.32274,0.57844,0.25597,1.19270,0.85502,-0.38107,-0.58203,-0.73523,-0.41267,-0.07773,0.11368
2011-04-06,0.13663,0.54751,0.43633,1.32815,0.88162,-0.37418,-0.52308,-1.03885,-0.11558,-0.06693,0.12673
2011-04-07,-0.07301,0.91922,0.49592,1.36932,0.69643,-0.54951,-0.48818,-0.92368,0.09366,-0.06317,0.13127
2011-04-08,-0.09296,0.89315,0.63013,1.46660,1.09442,-0.35834,-0.51624,-0.32878,-0.13532,-0.05501,0.14112
2011-04-11,0.10893,0.63005,0.52860,1.38336,1.08835,-0.54707,-0.52388,-0.39060,0.07043,-0.06063,0.13434
2011-04-12,0.29269,0.58333,0.49168,1.35064,1.00351,-0.62553,-0.50145,-0.92731,0.09953,-0.06250,0.13207
2011-04-13,0.19335,0.82272,0.70565,1.50787,1.08207,-0.46293,-0.60329,-0.76568,0.04690,-0.04975,0.14747
2011-04-14,0.16645,1.28169,0.61201,1.43302,0.51193,-0.29934,-0.68825,-0.41890,-0.26592,-0.05495,0.14119
2011-04-15,0.13644,1.07185,0.63332,1.44452,0.52101,-0.44285,-0.66188,-0.26562,-0.23999,-0.05344,0.14302
2011-04-18,0.01426,0.84149,0.63162,1.43951,0.83070,-0.36365,-0.66465,-1.06805,-0.50162,-0.05330,0.14319
2011-04-19,0.01289,0.93209,0.32249,1.20632,0.80012,-0.36533,-0.52400,-0.16937,0.03295,-0.07123,0.12154
2011-04-20,-0.00312,0.85660,0.31999,1.20279,1.09128,-0.35788,-0.48460,0.04421,-0.09719,-0.07124,0.12152
2011-04-21,-0.01575,0.64594,0.42112,1.27580,1.55276,0.40039,-0.41964,-0.76513,-0.89107,-0.06515,0.12887
2011-04-22,-0.06259,0.42361,0.33389,1.20831,1.56989,-0.96879,-0.33034,-0.52231,-0.60871,-0.07006,0.12294
2011-04-25,-0.14205,0.44687,0.08945,1.02592,1.54037,-0.46025,-0.14798,-0.33941,-1.34284,-0.08426,0.10580
2011-04-26,-0.36778,0.36609,-0.00218,0.95725,1.42209,-0.96655,-0.02843,0.14485,-1.56085,-0.08950,0.09947
2011-04-27,-0.49279,0.39423,-0.10641,0.88010,1.01007,-0.96545,-0.05425,0.09720,-1.20603,-0.09555,0.09217
2011-04-28,-0.65962,1.06190,-0.53900,0.71104,0.35757,-0.95729,-0.07313,0.72582,-0.26844,-0.10900,0.06156
2011-04-29,-0.85949,0.88333,-0.63124,0.82077,0.72500,-0.44755,-0.14557,-0.86781,-0.03408,-0.10028,0.05493
2011-05-03,-1.03709,0.57583,-0.59515,0.88469,0.82400,0.12313,-0.22679,-0.91938,-0.06787,-0.09509,0.05743
2011-05-04,-1.02482,0.60617,-1.00179,0.59058,0.87587,-0.88392,-0.18076,-0.88012,-0.48256,-0.11823,0.02896
2011-05-05,-1.10846,0.72496,-1.01781,0.57771,0.85322,-0.79165,-0.24595,-1.15213,-0.37274,-0.11905,0.02801
2011-05-06,-1.15263,0.41730,-1.03970,0.55947,0.48159,-0.69536,-0.26073,-0.29386,-0.47808,-0.12038,0.02645
2011-05-09,-1.13319,0.57908,-1.29868,0.58686,-0.24562,-0.27199,-0.27586,-0.49533,-0.14392,-0.11802,0.00825
2011-05-10,-1.13900,1.15631,-1.26821,0.66698,-0.28813,-0.17377,-0.31888,-1.04113,-0.52439,-0.11141,0.01034
2011-05-11,-1.17481,1.16284,-1.30746,0.63526,-0.23062,-0.19896,-0.35574,-1.10522,-0.56107,-0.11370,0.00759
2011-05-12,-1.07081,0.97191,-1.41618,0.47888,-0.21065,-0.78821,-0.28337,-1.40259,-0.53638,-0.12596,0.00000
2011-05-13,-1.04699,0.01398,-1.29517,0.56887,0.57061,-0.18438,-0.28991,-0.88129,-0.80985,-0.11849,0.00854
2011-05-16,-1.00542,0.21169,-1.41760,0.46807,0.60035,-0.53261,-0.31152,-0.65755,-1.60619,-0.12628,0.00000
2011-05-17,-0.91278,0.84439,-1.34603,0.51937,0.33032,-0.37230,-0.27059,-0.84706,-1.36485,-0.12189,0.00502
2011-05-18,-0.95542,0.89806,-1.24004,0.59721,0.48210,-0.34934,-0.41283,-0.37723,-0.14347,-0.11531,0.01255
2011-05-19,-1.01857,1.05904,-1.32683,0.52719,0.61231,-0.79034,-0.50817,-0.39211,-0.30570,-0.12059,0.00651
2011-05-20,-1.05744,0.81159,-1.32349,0.52541,-0.09546,-0.43069,-0.55942,-0.57486,0.04224,-0.12032,0.00682
2011-05-23,-0.99150,1.28589,-1.42139,0.17314,-0.16328,-0.71320,-0.48553,-0.83515,-0.77246,-0.14811,0.00000
2011-05-24,-1.06103,1.02789,-1.40489,0.18008,-0.12350,0.27782,-0.55551,-0.92951,-0.40889,-0.14720,0.00107
2011-05-25,-1.06056,0.36291,-1.42031,0.04813,0.42378,-0.63722,-0.61935,0.53994,-0.55618,-0.15731,0.00000
2011-05-26,-1.05436,-0.19982,-1.41927,0.00091,1.01687,-0.13245,-0.62114,-0.03129,-0.89171,-0.16068,0.00000
2011-05-27,-1.01268,-0.61067,-1.41455,-0.05650,0.90700,-0.97138,-0.55971,0.15999,-0.90255,-0.16493,0.00000
2011-05-30,-1.15630,-0.65607,-1.41080,-0.09187,0.43271,-0.21416,-0.36340,0.13641,-0.08955,-0.16741,0.00000
2011-05-31,-1.18829,-0.64519,-1.18570,0.07006,0.30688,-0.05794,-0.39854,-1.11096,-0.55832,-0.15415,0.01593
2011-06-01,-1.19988,-0.85516,-1.17252,0.07392,0.19060,0.60634,-0.44894,-0.89862,-0.57110,-0.15341,0.01681
2011-06-02,-1.15724,-0.99684,-1.40423,-0.10649,0.12498,-0.65011,-0.40445,-0.39752,-0.28859,-0.16707,0.00041
2011-06-03,-1.17002,-0.88312,-1.25710,-0.00182,0.10519,-0.06723,-0.44950,-0.77866,-0.42535,-0.15843,0.01078
2011-06-07,-1.10886,-1.12937,-1.17021,0.05762,0.84594,0.18686,-0.43618,-1.28673,-0.24519,-0.15339,0.01684
2011-06-08,-1.03587,-1.48336,-1.14452,0.06921,0.73242,0.03346,-0.44844,-0.87572,-0.57413,-0.15215,0.01833
2011-06-09,-0.95811,-1.48520,-1.40021,-0.14362,0.52607,-0.56505,-0.39657,-0.42875,-0.85249,-0.16815,0.00000
2011-06-10,-0.98761,-1.78810,-1.34711,-0.11187,0.37766,-0.56023,-0.41624,-1.55657,-1.23672,-0.16532,0.00340
2011-06-13,-0.99220,-1.15680,-1.38816,-0.15894,-0.12983,-0.98139,-0.44649,-0.49205,-0.59781,-0.16858,0.00000
2011-06-14,-0.89317,-1.10298,-1.17689,-0.00406,0.27787,0.34937,-0.50149,-1.27431,0.44009,-0.15640,0.01465
2011-06-15,-0.87461,-1.27824,-1.31995,-0.12274,0.60684,-0.98271,-0.67605,-0.87428,-1.01668,-0.16498,0.00433
2011-06-16,-0.93277,-1.15880,-1.37935,-0.29882,0.33690,-0.89625,-0.61551,-0.16500,-2.32511,-0.17782,0.00000
2011-06-17,-0.96121,-1.31870,-1.37693,-0.40032,-0.27710,-1.14269,-0.59668,-0.97213,-2.17349,-0.18498,0.00000
2011-06-20,-0.97665,-0.99572,-1.37569,-0.47220,-0.02656,-0.71959,-0.51095,-0.24660,-2.40534,-0.18984,0.00000
2011-06-21,-1.06188,-1.54532,-1.20860,-0.34991,0.05380,-0.05331,-0.66320,-1.13601,-2.44757,-0.18021,0.01189
2011-06-22,-1.13502,-1.87418,-1.21268,-0.35981,-0.05075,-0.30620,-0.78952,-1.33423,-2.75367,-0.18035,0.01172
2011-06-23,-1.04523,-1.29223,-0.97642,-0.18020,-1.45946,0.70034,-0.87761,-0.51225,-2.46763,-0.16653,0.02878
2011-06-24,-0.63532,-0.75227,-0.63760,0.08208,-1.87482,0.88118,-1.01724,-0.06255,-2.30308,-0.14685,0.05307
2011-06-27,-0.29492,-0.54115,-0.59667,0.11043,-1.05724,0.19843,-1.24904,-0.61326,-1.78606,-0.14430,0.05621
2011-06-28,-0.09211,-0.45316,-0.57392,0.12440,-0.83469,-0.38745,-1.52100,-0.75123,-2.05789,-0.14283,0.05803
2011-06-29,0.10706,-0.65466,-0.77978,-0.04475,-0.78113,-0.54915,-1.46634,0.21962,-1.49258,-0.15454,0.04358
2011-06-30,0.21423,-0.54287,-0.56979,0.12042,-0.76322,-0.63780,-1.52216,-1.18978,-1.61580,-0.14216,0.05885
2011-07-01,0.05305,-0.38970,-0.54435,0.13650,-0.82043,-0.39252,-1.59395,-0.70965,-1.44587,-0.14057,0.06082
2011-07-04,0.19712,-0.36943,-0.19296,0.41766,-0.58022,1.03197,-1.57329,-0.69709,-0.64959,-0.12021,0.08594
2011-07-05,0.36647,-0.57785,-0.19438,0.41352,-0.82041,-0.23135,-1.56072,-0.87513,-2.17740,-0.12007,0.08613
2011-07-06,0.54551,-0.75362,-0.24162,0.37187,-0.70584,-0.48946,-1.54881,-0.67622,-2.25238,-0.12254,0.08307
2011-07-07,0.80131,-0.62438,-0.30549,0.31668,-0.64398,-0.74285,-1.56626,-0.07366,-0.78722,-0.12593,0.07888
2011-07-08,0.81817,-0.31526,-0.27342,0.34059,-0.43667,-0.91166,-1.58813,-0.09767,-0.86655,-0.12382,0.08149
2011-07-11,0.61339,-0.12283,-0.25919,0.35004,-0.89796,-0.91136,-1.57808,-1.14626,-0.31698,-0.12269,0.08289
2011-07-12,0.54263,-0.27001,-0.54582,0.10712,-1.43470,-1.16136,-1.51384,-0.79695,-0.25700,-0.13855,0.06331
2011-07-13,0.50577,-0.37453,-0.30445,0.30700,-1.63763,0.16846,-1.50279,-0.58129,1.81245,-0.12465,0.08047
2011-07-14,0.44917,-0.87626,-0.26236,0.34033,-1.23697,-0.00405,-1.51076,-0.75708,1.35375,-0.12197,0.08378
2011-07-15,0.65557,-1.09400,-0.20200,0.39082,-0.67522,-0.41197,-1.44803,-0.14885,1.85323,-0.11827,0.08835
2011-07-18,0.82865,-1.03621,-0.23838,0.35596,-0.71966,-0.23612,-1.49250,-0.65447,2.07582,-0.12004,0.08616
2011-07-19,0.80750,-0.83840,-0.38177,0.22406,-0.46695,-0.90523,-1.45064,0.44762,2.53652,-0.12778,0.07660
2011-07-20,0.75228,-0.39351,-0.40373,0.19883,-0.48606,-0.89821,-1.43783,-0.48947,2.33058,-0.12878,0.07537
2011-07-21,0.53619,-0.15493,-0.57032,0.03834,0.34455,-1.05694,-1.40773,0.14107,2.18372,-0.13792,0.06409
2011-07-22,0.21880,-0.10755,-0.52523,0.07034,0.31988,-0.63454,-1.39612,-0.32058,2.12958,-0.13543,0.06716
2011-07-25,0.13887,0.25221,-1.03434,-0.42066,-0.41507,-1.12863,-1.26528,-0.20964,1.35001,-0.16352,0.03249
2011-07-26,-0.06667,0.44350,-0.98353,-0.39010,-0.16967,-0.29665,-1.20178,-0.40382,1.04093,-0.16085,0.03578
2011-07-27,-0.11329,0.26156,-0.86993,-0.29681,0.14339,0.95080,-1.19644,-1.01473,0.95811,-0.15457,0.04353
2011-07-28,-0.13126,0.47828,-0.96705,-0.41028,0.04935,-0.88238,-1.08773,-0.19808,1.06548,-0.15994,0.03691
2011-07-29,-0.13967,0.64435,-1.00929,-0.47233,0.25340,-0.79182,-1.02083,-0.72024,0.62991,-0.16246,0.03380
2011-08-01,-0.43942,0.55438,-0.97537,-0.45738,0.37992,-0.45391,-0.98094,-0.14694,-0.02256,-0.16087,0.03577
2011-08-02,-0.40741,0.39384,-1.07816,-0.58479,0.19971,-0.54007,-0.90053,-0.28064,1.29179,-0.16688,0.02834
2011-08-03,-0.46922,0.82932,-1.07874,-0.60711,0.40286,-0.12592,-0.86756,-0.41736,2.13641,-0.16731,0.02782
2011-08-04,-0.57025,1.48615,-1.04404,-0.59176,1.22792,-0.62174,-0.90390,-0.57765,1.52454,-0.16577,0.02971
2011-08-05,-0.51461,1.72506,-1.35284,-0.94917,0.98144,-1.02784,-0.84296,-0.77793,2.05038,-0.18350,0.00783
2011-08-08,-0.21132,1.74168,-1.45475,-1.53757,1.13824,-0.94213,-0.56850,-0.58234,1.48971,-0.21267,0.00000
2011-08-09,-0.04718,2.06784,-1.41948,-1.52318,1.06363,-0.53065,-0.51220,0.57334,1.15538,-0.21146,0.00154
2011-08-10,0.11918,1.86450,-1.27404,-1.38715,0.64554,0.77783,-0.45929,-1.66307,0.45599,-0.20415,0.01082
2011-08-11,0.31324,1.80372,-1.04484,-1.15777,0.12163,1.33525,-0.46008,0.00922,1.11306,-0.19209,0.02614
2011-08-12,0.39606,1.94106,-0.99344,-1.11861,-0.09347,0.36586,-0.49868,-1.55822,0.70001,-0.18971,0.02916
2011-08-15,0.26681,1.88065,-0.76918,-0.88980,-0.21358,0.51607,-0.53107,-1.92691,0.86093,-0.17773,0.04438
2011-08-16,0.18698,1.92430,-0.86666,-1.01789,-0.16387,-0.30368,-0.53558,-1.67983,0.90878,-0.18345,0.03711
2011-08-17,-0.00246,2.11883,-0.91918,-1.09874,-0.01964,-0.46731,-0.53216,-0.43887,1.35621,-0.18671,0.03297
2011-08-18,-0.16916,1.67778,-1.17529,-1.41006,-0.60784,-0.79056,-0.53173,-0.00122,1.27330,-0.20130,0.01444
2011-08-19,-0.34809,1.47479,-1.30083,-1.57291,-1.08051,-0.62482,-0.46704,-0.80302,0.74643,-0.20879,0.00493
2011-08-22,-0.53064,1.02793,-1.35980,-1.76341,-0.43986,-0.13969,-0.51421,-0.20603,0.26426,-0.21721,0.00000
2011-08-23,-0.69315,0.09998,-1.12844,-1.52024,-0.26326,0.90839,-0.52987,-0.05922,-0.02222,-0.20503,0.01556
2011-08-24,-0.67293,0.49228,-1.17565,-1.59974,-0.84400,-0.23222,-0.52138,-1.25392,0.39689,-0.20813,0.01160
2011-08-25,-0.52532,0.65364,-0.69157,-1.04557,-0.52005,0.09360,-0.55140,-0.19944,0.42157,-0.18169,0.04538
2011-08-26,-0.45300,0.24439,-0.69886,-1.06555,-0.02415,-0.63638,-0.61889,-1.06607,0.70760,-0.18243,0.04443
2011-08-29,-0.35356,0.17972,-0.93815,-1.35795,0.04059,-0.79560,-0.59064,-0.54824,0.44760,-0.19607,0.02701
2011-08-30,-0.25178,0.54947,-0.98681,-1.42494,0.14131,-1.03451,-0.65001,-1.25320,0.02946,-0.19919,0.02302
2011-08-31,-0.32168,0.18264,-0.95342,-1.39366,-0.08346,-0.86591,-0.65402,-0.67916,-0.40810,-0.19777,0.02484
2011-09-01,-0.58548,-0.32113,-1.00801,-1.47020,-0.35834,-0.86437,-0.65735,-1.04561,-0.77932,-0.20122,0.02043
2011-09-02,-0.78042,-0.77119,-1.15566,-1.65672,-0.13493,-0.85545,-0.72257,-0.41018,-0.59689,-0.20986,0.00938
2011-09-05,-0.95228,-0.73585,-1.27842,-2.01524,-0.55277,-0.85146,-0.93948,-0.40299,-0.99079,-0.22678,0.00000
2011-09-06,-1.15924,-0.91023,-1.26773,-2.13737,-0.06940,-1.01201,-0.99061,0.14963,-0.70574,-0.23256,0.00000
2011-09-07,-1.17158,-0.64038,-0.97013,-1.79955,0.39028,0.02898,-1.06584,-0.84684,-0.62227,-0.21684,0.02048
2011-09-08,-1.16287,-0.23842,-1.08077,-1.93854,0.86498,-0.76741,-1.11063,-0.29792,-0.42196,-0.22332,0.01205
2011-09-09,-1.17143,0.01211,-1.09787,-1.96177,0.35610,-0.84241,-1.13947,-0.72549,-0.20630,-0.22473,0.01021
2011-09-13,-1.20468,-0.13321,-1.23175,-2.13904,0.66387,-1.07814,-1.11947,-0.51132,0.07864,-0.23341,0.00000
2011-09-14,-1.17293,-0.25510,-1.15569,-2.05450,0.54373,-0.59089,-1.18748,-0.80514,0.05765,-0.22980,0.00471
2011-09-15,-1.21072,-0.47891,-1.16719,-2.06829,0.96117,-0.66453,-1.24670,-0.55285,0.02639,-0.23094,0.00322
2011-09-16,-1.25878,-0.04547,-1.13245,-2.02868,0.87474,-0.90654,-1.30442,-0.58158,0.35607,-0.22955,0.00504
2011-09-19,-1.25082,-0.17084,-1.19418,-2.33469,1.06588,-0.98564,-1.31752,-1.28411,0.53160,-0.24497,0.00000
2011-09-20,-1.23947,0.09720,-1.13001,-2.24919,1.23073,-0.57358,-1.42662,0.23115,0.65558,-0.24199,0.00395
2011-09-21,-0.99770,0.84627,-0.69730,-1.76011,0.94808,0.80046,-1.49111,-0.96363,0.73106,-0.21912,0.03424
2011-09-22,-0.85387,0.91837,-1.13780,-2.24550,1.25562,-0.97844,-1.49815,-0.71110,0.39470,-0.24316,0.00239
2011-09-23,-0.72499,0.51980,-1.16239,-2.32066,1.34659,-0.72714,-1.47189,-0.70823,0.26721,-0.24773,0.00000
2011-09-26,-0.64210,0.78765,-1.15349,-2.63011,1.41548,-0.72101,-1.43169,-0.96555,0.22268,-0.26423,0.00000
2011-09-27,-0.53818,0.86702,-0.99954,-2.44442,2.26522,-0.96080,-1.47000,-0.00822,-0.07710,-0.25664,0.01033
2011-09-28,-0.72854,0.88599,-1.13684,-2.57329,2.08013,-0.87593,-1.43074,-0.14304,0.17371,-0.26432,0.00000
2011-09-29,-0.83254,1.09722,-1.12765,-2.67493,1.86405,-1.11634,-1.29948,0.51278,0.01145,-0.27064,0.00000
2011-09-30,-0.95628,0.91053,-1.11855,-2.68555,1.38257,-0.70870,-1.23378,-1.21323,-0.06062,-0.27257,0.00000
2011-10-10,-1.06900,0.86117,-1.10957,-2.79102,0.65948,-0.78762,-1.19636,0.05650,0.10998,-0.27940,0.00000
2011-10-11,-1.00652,0.37011,-1.10065,-2.78633,0.81543,-0.95179,-1.19697,-0.51865,0.16918,-0.28084,0.00000
2011-10-12,-0.78871,0.33247,-0.58307,-2.25593,0.36988,1.39352,-1.25488,-1.19041,0.47378,-0.25470,0.03635
2011-10-13,-0.56517,0.19652,-0.47961,-2.14591,-0.16259,-0.06536,-1.19834,-1.08645,0.34457,-0.24967,0.04334
2011-10-14,-0.40278,0.20718,-0.52306,-2.18006,0.52038,-0.38172,-1.19206,-0.43815,0.14951,-0.25215,0.03989
2011-10-17,-0.16289,0.28160,-0.44531,-2.09305,1.04659,0.35303,-1.15093,-0.81149,0.04115,-0.24844,0.04505
2011-10-18,-0.04912,0.89514,-0.85257,-2.45841,1.07868,-0.94993,-1.09116,-0.47768,-0.01625,-0.26950,0.01576
2011-10-19,-0.23215,0.99106,-0.89750,-2.46716,1.68385,-0.61879,-1.00847,-0.42025,0.05315,-0.27208,0.01218
2011-10-20,-0.39669,1.13757,-1.06582,-2.74453,0.74441,-0.94589,-0.85375,-0.36242,0.12553,-0.28970,0.00000
2011-10-21,-0.48981,0.71858,-1.06118,-2.75578,0.52804,-1.10382,-0.68685,0.23096,0.39544,-0.29327,0.00000
